url,GTIN,Product Name,Description,Ingredients,Pack Size,Product Format,Slice Weight,Product Performance,Item Type,Slice Length,Slice Width
raskas-cream-cheese-loaf-10-3/,030900016153,RASKAS CREAM CHEESE LOAF – 10/3#,"This fully cultured cream cheese loaf is a flavor powerhouse that elevates any dish. That’s right, cream cheese isn’t just for bagels anymore. With its clean, mild taste and smooth, medium-firm texture, it’s perfect for everything from cheesecakes, frostings, and savory spreads to innovative applications like sushi, pastas, and trendy cheese teas.","PASTEURIZED MILK AND CREAM, CHEESE CULTURE, SALT, GUAR GUM, XANTHAN GUM, CAROB BEAN GUM. CONTAINS: MILK",10/3#,Loaf,,Baking/Frosting; Frying; Spreading,CREAM CHEESE,,
american-heritage-yellow-imitation-pasteurized-process-american-cheese-food-singles-48-12oz-16-slices/,030900911267,AMERICAN HERITAGE YELLOW IMITATION PASTEURIZED PROCESS AMERICAN CHEESE FOOD SINGLES – 48/12OZ 16 SLICES,"Give your consumers a cheese alternative that’s just as delicious and irresistible as any other. Crafted to have a clean, mild American flavor profile, each individually wrapped slice features a smooth texture, that adds a deliciously savory touch to any dish. And, whether you’re crafting burgers, omelets, or wraps, no prep is required, saving you valuable time and effort in the kitchen.","WHEY, PALM OIL, MODIFIED FOOD STARCH, SALT, CALCIUM PHOSPHATE, GELATIN, ENZYME-MODIFIED CHEESE (MILK, WATER, SALT, CHEESE CULTURE, CREAM, ENZYMES), SODIUM PHOSPHATE, CAROB BEAN GUM, XANTHAN GUM, SORBIC ACID (PRESERVATIVE), CARRAGEENAN, COLOR ADDED, NATURAL FLAVOR CONTAINS: MILK",48/12OZ,Singles,,Hot Application - Topical Melt,ANALOG,3.5,3.5
schreiber-swiss-feather-shreds-4-5/,071505014182,SCHREIBER SWISS FEATHER SHREDS – 4/5#,"Simplify your kitchen operation without compromising on taste. Schreiber Swiss cheese gives you a classic feather shred and an enticing flavor profile, perfect for adding that extra oomph to any dish. Whether sprinkled over salads for a burst of flavor or melted into omelets, pasta, or skillets, this cheese will give your consumers something to talk about and even more to love.","SWISS CHEESE (PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES), POTATO STARCH, CORN STARCH AND CALCIUM SULFATE ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR), ENZYMES. AGED OVER 60 DAYS. CONTAINS: MILK",4/5#,Shredded,,Hot Application - Internal Melt; Hot Application - Topical Melt; Cold Application,NATURAL CHEESE,,
land-o-lakes-plain-yogurt-pail-1-32/,034500633086,LAND O LAKES PLAIN YOGURT PAIL – 1/32#,"This yogurt offers unparalleled versatility in a bulk size. With a clean, mild flavor profile and smooth and creamy texture, it’s perfect for any application across your entire menu. Whether you’re marinating proteins, crafting dressings for salads and dips, or exploring more health-conscious alternatives like substituting sour cream or mayo in your recipes, it will help inspire endless culinary adventures, expand your offering, and draw in more consumers than ever.","CULTURED PASTEURIZED GRADE A MILK, CREAM, PECTIN. CONTAINS: MILK",1/32#,Bulk,,Ready to Eat,YOGURT,,
schreiber-pepper-jack-slices-12-1-22-slices/,071505021210,SCHREIBER PEPPER JACK SLICES – 12/1# 22 SLICES,"Bursting with a buttery taste and just the right amount of heat from jalapeno peppers, our Pepper Jack slices are perfect for adding a kick to your menu. Whether piled high on hot or cold sandwiches and burgers or wraps, these slices are sure to impress. Best of all, they help you avoid tedious prep work with easy separation and consistent quality you can count on.","PASTEURIZED MILK, JALAPENO PEPPERS, CHEESE CULTURE, SALT, ENZYMES. CONTAINS: MILK",12/1#,Slice,0.73oz.,Cold Application; Hot Application - Internal Melt,NATURAL CHEESE,3.5,3.66
schreiber-provolone-slices-12-1-32-slices/,071505015080,SCHREIBER PROVOLONE SLICES – 12/1# 32 SLICES,"Take your sandwiches and burgers to the next level with this delectable cheese! With its buttery, mild, and tangy flavor profile, each bite is guaranteed to be unforgettable. And, whether you’re crafting a mouthwatering sandwich or adding a savory touch to your most popular burger, its circular slice cut makes it perfect for layering and creating visually appealing dishes across the board.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES. CONTAINS: MILK",12/1#,Slice,0.5oz.,Cold Application; Hot Application - Internal Melt,NATURAL CHEESE,3.5,3.5
schreiber-yellow-pasteurized-process-sharp-american-slices-4-5-flow-through-wrapper-120-slices/,071505013710,SCHREIBER YELLOW PASTEURIZED PROCESS SHARP AMERICAN SLICES – 4/5# FLOW THROUGH WRAPPER 120 SLICES,"Looking for a tangier, more robust taste to top your burgers, grilled cheese sandwiches, or even a signature patty melt? We’ve got you covered. The smooth and melty texture of Schreiber Yellow Pasteurized Process Sharp American Slices is the perfect accompaniment to your consumers’ favorite menu items. And there’s no need to worry about additional prep. With horizontal stack and EZ Pick staggered slices, it’s easy to separate, which means minimal waste, and easy cleanup.","MILK, CREAM, WATER, SODIUM CITRATE, SALT, CHEESE CULTURE, SORBIC ACID (PRESERVATIVE), ENZYMES, CITRIC ACID, SOY LECITHIN, COLOR ADDED. CONTAINS: MILK, SOY",4/5#,Slice,0.67oz.,Hot Application - Internal Melt,PROCESSED CHEESE,3.375,3.375
yellow-cheddar-pasteurized-process-cheese-product-restricted-melt-1-4-diced-4-5/,007150595582,YELLOW CHEDDAR PASTEURIZED PROCESS CHEESE PRODUCT RESTRICTED MELT 1/4″ DICED – 4/5#,"Looking to elevate your dishes with ease? This diced cheese is your kitchen’s best friend, providing consistent cut and quality every time. Whether you’re baking breads, stuffing sausages, or building the perfect burger it adds a delicious depth with its rich, slightly salty Cheddar flavor profile. And there’s no need to wait. it’s designed to withstand high-heat and freeze thaw situations, saving you valuable prep time and ensuring your dishes will shine every time.","CHEDDAR PASTEURIZED PROCESS CHEESE PRODUCT (MILK, WATER, CREAM, SODIUM PHOSPHATE, COLOR ADDED, SALT, SODIUM ALGINATE, CHEESE CULTURE, SORBIC ACID [PRESERVATIVE], ENZYMES), POWDERED CELLULOSE ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR). CONTAINS: MILK",4/5#,Shredded,,HOT APPLICATION - RESTRICTED MELT,PROCESSED CHEESE,,
yellow-pasteurized-process-cheese-spread-with-peppers-and-onions-pouch-4-5/,071505023115,YELLOW PASTEURIZED PROCESS CHEESE SPREAD WITH PEPPERS AND ONIONS POUCH – 4/5#,"Give your melty cheese menu items a delicious kick. These pouches are convenient, indulgent, and, most importantly, irresistible. They feature a clean, slightly salty, mild Cheddar flavor profile with onion, red and green bell peppers, and some jalapeno peppers for a spicy twist. The smooth and creamy texture means it’s perfect for saucing and makes it a fun ingredient for soups, queso, mac and cheese, nachos, and more.","MILK, WATER, RED AND GREEN BELL PEPPERS, CREAM, WHEY, SODIUM PHOSPHATE, WHEY PROTEIN CONCENTRATE, SKIM MILK, CONTAINS 2% OR LESS OF CHEESE CULTURE, COLOR ADDED, ENZYMES, GUAR GUM, JALAPENO PEPPERS, ONIONS*, SALT, SORBIC ACID (PRESERVATIVE), XANTHAN GUM. *DRIED CONTAINS: MILK",4/5#,Pouch,,Sauce,PROCESSED CHEESE,,
land-o-lakes-lowfat-blended-peach-yogurt-cup-48-4oz/,034500633499,LAND O LAKES LOWFAT BLENDED PEACH YOGURT CUP – 48/4OZ,"Give your menu a burst of freshness with these convenient peach yogurt cups. Perfectly tailored for on-the-go eating occasions, each spoonful has a peach flavor profile, accented by subtle cultured dairy notes. And, with its smooth and creamy texture, it’s a delicious add-on to your breakfast or snack offerings all year round, whether served on its own, as a parfait base, or blended into refreshing smoothies.","CULTURED PASTEURIZED GRADE A LOW FAT MILK, SUGAR, WATER, MODIFIED FOOD STARCH, PEACHES, NATURAL FLAVOR, PECTIN, CARRAGEENAN, CITRIC ACID, ANNATTO EXTRACT AND VEGETABLE JUICE (COLOR), VITAMIN A PALMITATE, VITAMIN D3. CONTAINS: MILK",48/4OZ,Small Cup,,READY TO EAT,YOGURT,,
schreiber-yellow-pasteurized-process-cheese-product-slices-4-5-flow-through-wrapper-160-slices/,071505013956,SCHREIBER YELLOW PASTEURIZED PROCESS CHEESE PRODUCT SLICES – 4/5# FLOW THROUGH WRAPPER 160 SLICES,"With a mild American flavor profile and smooth, firm texture, this cheese is the perfect addition to burgers, grilled cheese sandwiches, or even a delicious egg sandwich, but at a more cost effective price point than American cheese. Plus, with its convenient pre-portioned slices and EZ Pick staggered design, it streamlines kitchen preparation, reduces waste, and ensures hassle-free cooking every time. So go ahead, add a creamy, melty touch to all your most popular dishes!","MILK, WATER, DAIRY PRODUCT SOLIDS, SODIUM CITRATE, SALT, MODIFIED FOOD STARCH, CHEESE CULTURE, CREAM, SORBIC ACID (PRESERVATIVE), ENZYMES, CITRIC ACID, SOY LECITHIN, COLOR ADDED. CONTAINS: MILK, SOY",4/5#,Slice,0.5oz.,Hot Application - Internal Melt,PROCESSED CHEESE,3,3
schreiber-sharp-cheddar-slices-12-1-22-slices/,071505015066,SCHREIBER SHARP CHEDDAR SLICES – 12/1# 22 SLICES,"A rich, full flavor profile and sharp Cheddar goodness, along with a smooth, slightly curdy texture allows you to add a touch of sophistication to any dish, whether melted over a burger, layered onto a cold sandwich, or anything in between. And, with two separate stacks of perfectly cut slices, you can count on consistent quality and effortless convenience for your kitchen.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, COLOR ADDED. CONTAINS: MILK",12/1#,Slice,0.73oz.,Cold Application; Hot Application - Internal Melt,NATURAL CHEESE,3.5,3.66
american-heritage-cream-cheese-spread-cup-12-8oz/,030900001494,AMERICAN HERITAGE CREAM CHEESE SPREAD CUP – 12/8OZ,"Want to add a creamy touch to your offerings? These cream cheese spread cups are the perfect solution. With their soft, spreadable texture and mild flavor profile, they’re versatile enough to enhance a variety of dishes. Whether you’re spreading them on a bagel or pastry, mixing them into a flavorful spread, or incorporating them into sandwiches and wraps, these cream cheese spread cups will elevate your kitchen creations effortlessly. Plus, their convenient size makes them easy to store and use at any time.","PASTEURIZED MILK AND CREAM, CHEESE CULTURE, SALT, GUAR GUM, CITRIC ACID, XANTHAN GUM, CAROB BEAN GUM, NATAMYCIN (A NATURAL MOLD INHIBITOR). CONTAINS: MILK",12/8OZ,Cup,,SPREADING,CREAM CHEESE,,
schreiber-yellow-pasteurized-process-cheese-product-slices-4-5-160-slices/,071505013956,SCHREIBER YELLOW PASTEURIZED PROCESS CHEESE PRODUCT SLICES – 4/5# 160 SLICES,"With a mild American flavor profile and smooth, firm texture, this cheese is the perfect addition to burgers, grilled cheese sandwiches, or even a delicious egg sandwich, but at a more cost effective price point than American cheese. Plus, with its convenient pre-portioned slices and EZ Pick staggered design, it streamlines kitchen preparation, reduces waste, and ensures hassle-free cooking every time. So go ahead, add a creamy, melty touch to all your most popular dishes!","MILK, WATER, DAIRY PRODUCT SOLIDS, SODIUM CITRATE, SALT, MODIFIED FOOD STARCH, CHEESE CULTURE, CREAM, SORBIC ACID (PRESERVATIVE), ENZYMES, CITRIC ACID, SOY LECITHIN, COLOR ADDED. CONTAINS: MILK, SOY",4/5#,Slice,0.5oz.,Hot Application - Internal Melt,PROCESSED CHEESE,3,3
